"cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","numberOfReviews","name","website","id","longitude","latitude","description","priceRange","webUrl","rating","rankingPosition","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","rawRanking","establishmentTypes/0","establishmentTypes/1"
"Italian","Bar","Pub","Diner","Wine Bar","Fruit parlours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","La Casa Di Nico Mombasa",,"25185742","39.737396","-3.989428","""La Casa Di Nico Mombasa is a branch of the well-established and known Italian restaurant; Lacasadinico. Featuring our famous Antipasto Italiano with salami cheese and our famous Wood oven pizza with the fastest delivery. Homemade, delicious Italian dishes, featuring seafood, steaks, and pasta. We provide to you our Full menu offered all day and late night. Complemented with a bar of entertainment on weekends and Fridays. Cast parties and celeb with your loved ones here every single day. Conveniently located opposite Kenya Bay Beach Hotel. You get a cool breeze from the sea enjoying delicious Italian cuisine.""",,"https://www.tripadvisor.com/Restaurant_Review-g294210-d25185742-Reviews-La_Casa_Di_Nico_Mombasa-Mombasa_Coast_Province.html","5","53",,"Africa/Nairobi","1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"3.155308961868286","Restaurants",
"Italian","Steakhouse","African","Seafood","Arabic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11","Floating Island Restaurant Msa","http://www.floatingisland001.com","23629456","39.6779","-4.040326","Seafood And Steak House Restaurant",,"https://www.tripadvisor.com/Restaurant_Review-g294210-d23629456-Reviews-Floating_Island_Restaurant_Msa-Mombasa_Coast_Province.html","4.5","47",,"Africa/Nairobi","1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"3.182135820388794","Restaurants",
,,,,,,,"Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7","Karibu Old Town Restaurant","http://karibuoldtownresta.wixsite.com/karibuoldtown","11905073","39.679577","-4.062111",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d11905073-Reviews-Karibu_Old_Town_Restaurant-Mombasa_Coast_Province.html","4.5","66",,"Africa/Nairobi",,,,,"960","450",,,"960","450",,,"960","450",,,"960","450",,,"1080","450",,,"1080","450",,,"3.109483003616333","Restaurants",
"African","Ethiopian","Bar","Pub",,,,"Reservations","Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14","Sheba Ethiopian restaurant Mombasa",,"3471510",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d3471510-Reviews-Sheba_Ethiopian_restaurant_Mombasa-Mombasa_Coast_Province.html","3.5","95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0566914081573486","Restaurants",
"African","Bar","Cafe","Seafood","Barbecue",,,"Outdoor Seating","Seating","Parking Available","Television","Serves Alcohol","Takeout","Reservations","Buffet","Private Dining","Highchairs Available","Wheelchair Accessible","Full Bar","Wine and Beer","Digital Payments","Free Wifi","Accepts Credit Cards","Table Service","Live Music","Beach","Playgrounds","Family style","Sports bars",,,,,"Beef","Pork",,,,,,,,,,,,,,,,"74","Maasai Bars and Restaurant","https://www.facebook.com/profile.php?id=100054411373520","8378714","39.719322","-4.028063","Maasai Bars and Restaurants is known for its mouth-watering nyama choma and African Cuisine. We also have a bar by the beach which prides itself as a house of tasty sea food & wide variety of drinks are sold in the bar.","KES 1,482","https://www.tripadvisor.com/Restaurant_Review-g294210-d8378714-Reviews-Maasai_Bars_and_Restaurant-Mombasa_Coast_Province.html","3.5","62",,"Africa/Nairobi","1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"3.1121959686279297","Restaurants",
"African","Fast Food",,,,,,"Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10","Punda Milia Paradise Bar and Restaurant","http://punda-milia-apartments.com","4107625","39.717945","-4.028376",,"KES 88,942 - KES 296,472","https://www.tripadvisor.com/Restaurant_Review-g294210-d4107625-Reviews-Punda_Milia_Paradise_Bar_and_Restaurant-Mombasa_Coast_Province.html","4.5","70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.097705602645874","Restaurants",
"African",,,,,,,"Wheelchair Accessible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12","Kilifi Club","http://www.facebook.com/pages/Kilifi-Club/366312660187268","3730535","39.674194","-4.048853",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d3730535-Reviews-Kilifi_Club-Mombasa_Coast_Province.html","4","88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0675508975982666","Restaurants",
"African","Cafe","European","Ethiopian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Hot Shot Restaurant And Cafe",,"25218746","39.67249","-4.056656",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d25218746-Reviews-Hot_Shot_Restaurant_And_Cafe-Mombasa_Coast_Province.html","5","108",,"Africa/Nairobi","1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"3.0413661003112793","Restaurants",
"Indian","Barbecue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Nur's Barbeque","http://www.facebook.com/nursbbq","14597984","39.685837","-4.047863",,"KES 74,118 - KES 296,472","https://www.tripadvisor.com/Restaurant_Review-g294210-d14597984-Reviews-Nur_s_Barbeque-Mombasa_Coast_Province.html","4.5","114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0368685722351074","Restaurants",
"Indian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Splendid Grill",,"16787363","39.69086","-4.03029",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d16787363-Reviews-Splendid_Grill-Mombasa_Coast_Province.html",,"102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0454118251800537","Restaurants",
"African","Bar","Seafood","Pub","Vegetarian Friendly",,,"Outdoor Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19","Pirates",,"3692138","39.7085","-3.99159",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d3692138-Reviews-Pirates-Mombasa_Coast_Province.html","3.5","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.04426646232605","Restaurants",
"Barbecue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Dil Bahaar Barbeque And Grill",,"24004288","39.66366","-4.06456",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d24004288-Reviews-Dil_Bahaar_Barbeque_And_Grill-Mombasa_Coast_Province.html","5","69",,"Africa/Nairobi","1320","1080",,,"1320","1080",,,,,,,"1320","1080",,,"1320","1080",,,"1320","1080",,,"1320","1080",,,"3.0986690521240234","Restaurants",
"Middle Eastern","Soups","Arabic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","The Royal House Restaraunt",,"23143656","39.66683","-4.07855",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d23143656-Reviews-The_Royal_House_Restaraunt-Mombasa_Coast_Province.html","4","94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.057738780975342","Restaurants",
"African","International",,,,,,"Delivery","Takeout","Reservations","Outdoor Seating","Buffet","Seating","Parking Available","Free off-street parking","Television","Wheelchair Accessible","Digital Payments","Free Wifi","Table Service","Family style",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Tayo House",,"15606568","39.70945","-4.034147","An elegant coffee joint/ restaurant located in Nyali, Mombasa.","KES 593 - KES 3,706","https://www.tripadvisor.com/Restaurant_Review-g294210-d15606568-Reviews-Tayo_House-Mombasa_Coast_Province.html","4.5","106",,"Africa/Nairobi","1020","540",,,"1020","540",,,"1020","540",,,,,,,,,,,,,,,,,,,"3.041902542114258","Restaurants",
"Pizza","Seafood","International","Grill",,,,"Outdoor Seating","Parking Available","Wheelchair Accessible","Serves Alcohol","Accepts Mastercard","Accepts Visa","Digital Payments","Accepts Credit Cards","Beach","Playgrounds","Dog Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Blue Coconut Beach Bistro","http://www.bluecoconut.co.ke","25392309","39.743008","-3.982566","Beachfront Restaurant and Bar located on Bamburi Beach, Mombasa",,"https://www.tripadvisor.com/Restaurant_Review-g294210-d25392309-Reviews-Blue_Coconut_Beach_Bistro-Mombasa_Coast_Province.html","5","105",,"Africa/Nairobi","1380","450",,,"1380","450",,,"1380","450",,,"1380","450",,,"1380","450",,,"1380","450",,,"1380","450",,,"3.0427863597869873","Restaurants",
"American","African","International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Endiro Coffee","https://endirocoffee.com","25028682","39.732857","-3.992007",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d25028682-Reviews-Endiro_Coffee-Mombasa_Coast_Province.html",,,,"Africa/Nairobi","1200","420",,,"1200","420",,,"1200","420",,,"1200","420",,,"1200","420",,,"1200","420",,,"1200","420",,,,"Coffee & Tea",
"Barbecue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Kulthum Barbeque",,"4106130","39.66763","-4.05901",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d4106130-Reviews-Kulthum_Barbeque-Mombasa_Coast_Province.html","3","138",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.001521587371826","Restaurants",
"African","Pizza","Pub","Gastropub","Bar",,,"Reservations","Seating","Parking Available","Accepts Credit Cards",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19","New Cheers","http://www.facebook.com/New-Cheers-211059716418383/","12857308","39.72804","-3.99954","New Cheers is an oldtimer pub and restaurant, newly renovated to fit current standards. We have live band music 5 days a week and a wide selection of cuisine both international and local.",,"https://www.tripadvisor.com/Restaurant_Review-g294210-d12857308-Reviews-New_Cheers-Mombasa_Coast_Province.html","3","137",,"Africa/Nairobi","1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"3.003526210784912","Restaurants",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Medusa Restaurant","http://www.hotelenglishpoint.com/medusa-restaurant.html","12599699","39.68129","-4.03992",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d12599699-Reviews-Medusa_Restaurant-Mombasa_Coast_Province.html","3","139",,"Africa/Nairobi","1350","360",,,"1350","360",,,"1350","360",,,"1350","360",,,"1350","360",,,"1350","360",,,"1350","360",,,"2.998556613922119","Restaurants",
"African","Bar","International","Pub",,,,"Seating","Parking Available","Free off-street parking","Television","Full Bar","Accepts Mastercard","Accepts Visa","Free Wifi","Takeout","Reservations","Outdoor Seating","Serves Alcohol","Accepts Credit Cards",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","The Pontoon Restaurant Nyali","http://thepontoonnyali.com/home","3522468","39.70074","-4.044127","The Pontoon Restaurant Nyali is a Restaurant and Bar and offers accommodation as well. Its a serene place and best for meetings. Our accommodation is cost effective and very classic.","KES 1,482 - KES 5,336","https://www.tripadvisor.com/Restaurant_Review-g294210-d3522468-Reviews-The_Pontoon_Restaurant_Nyali-Mombasa_Coast_Province.html","3","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.9471704959869385","Restaurants",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9","Karibu Cafe","http://www.nas.ke","2689921","39.60292","-4.032858","Located inside the airport, just outside of Domestic Departures.",,"https://www.tripadvisor.com/Restaurant_Review-g294210-d2689921-Reviews-Karibu_Cafe-Mombasa_Coast_Province.html","3","134",,"Africa/Nairobi","1500","420",,,"1500","420",,,"1500","420",,,"1500","420",,,"1500","420",,,"1500","420",,,"1500","420",,,"3.0081896781921387","Restaurants",
"Indian","African","Barbecue","Middle Eastern","Pakistani","Arabic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Mombasa Dishes",,"13319047","39.67687","-4.061936",,"KES 445 - KES 2,965","https://www.tripadvisor.com/Restaurant_Review-g294210-d13319047-Reviews-Mombasa_Dishes-Mombasa_Coast_Province.html",,"144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.417884588241577","Restaurants",
"African","Bar","Pub",,,,,"Reservations","Seating","Delivery","Outdoor Seating","Serves Alcohol","Table Service",,,,,,,,,,,,,,,,,,,,,"Fish","Pork",,,,,,,,,,,,,,,,"51","Mikaye Restaurant","http://www.mikaye.com","1650809","39.71206","-4.0322","Mikaye is an authentic fusion restaurant,the food is essentially a fusion of African food with touches of international cuisine.Mikaye ‘an honorable woman’ in dholuo sets the guideline for the restaurant-entailing good food, admirable service, great ambience hence a formidable culinary experience.The décor of the restaurant is modern with strong African influences.","KES 741 - KES 2,965","https://www.tripadvisor.com/Restaurant_Review-g294210-d1650809-Reviews-Mikaye_Restaurant-Mombasa_Coast_Province.html","3.5","130",,"Africa/Nairobi","1380","420",,,"1380","420",,,"1380","420",,,"1380","420",,,"1380","420",,,"1380","420",,,"1380","420",,,"3.014554738998413","Restaurants",
"Beer restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Waja ?","https://www.facebook.com/Waja--2593273130689347/","19487561","39.71206","-4.0322","Waja is a bar and restauant.Our concept is a blend of both Global and Regional cuisine with a fusion of both Tapas and urban trace together with alcoholic drinks.We are conveniently located at the heart of more than seven residential estates,with a close proximity to Nyali Cinemax, Premier Hospital, Nyali Centre ,Nyali Gulf ClubThe proximity and convenience in accessing.","KES 51,883 - KES 489,179","https://www.tripadvisor.com/Restaurant_Review-g294210-d19487561-Reviews-Waja-Mombasa_Coast_Province.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",
"Chinese",,,,,,,"Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8","Canton Malaysian Chinese Restaraunt",,"1074600","39.66688","-4.06147",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d1074600-Reviews-Canton_Malaysian_Chinese_Restaraunt-Mombasa_Coast_Province.html","3.5","136",,"Africa/Nairobi","1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"3.00654935836792","Restaurants",
"Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9","Pistachio Restaurant",,"1581680",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d1581680-Reviews-Pistachio_Restaurant-Mombasa_Coast_Province.html","3.5","131",,"Africa/Nairobi","1440","900",,,"1050","510",,,"1050","510",,,"1050","510",,,"1050","510",,,"1050","510",,,"1050","510",,,"3.0138349533081055","Restaurants",
"Cafe",,,,,,,"Delivery","Takeout","Outdoor Seating","Seating","Parking Available","Street Parking","Free off-street parking","Digital Payments","Free Wifi","Accepts Credit Cards","Table Service","Family style","Non-smoking restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Kadiris Cafe","http://kadiricafe.business.site/","15536127","39.71936","-4.02105","A family oriented desserts parlor offering a variety of desserts, snacks, bbq ,shakes, and much much more",,"https://www.tripadvisor.com/Restaurant_Review-g294210-d15536127-Reviews-Kadiris_Cafe-Mombasa_Coast_Province.html","3","140",,"Africa/Nairobi","1380","600",,,,,,,"1380","930",,,"1380","930",,,"1380","930",,,"1380","930",,,"1380","600",,,"2.9568233489990234","Restaurants",
"Italian","French","Seafood","Mediterranean","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","The Kitchen Bistro & Bar","https://www.facebook.com/kitchenbistro/","17802626","39.71206","-4.0322","Casual and informal Bistro in Mombasa. Restaurant. Bar. Private Dining. Chic, verdan groundfloor terrace with mediterranean al fresco dining, tapas style small plates & cocktails","KES 84,495 - KES 496,591","https://www.tripadvisor.com/Restaurant_Review-g294210-d17802626-Reviews-The_Kitchen_Bistro_Bar-Mombasa_Coast_Province.html","4","123",,"Africa/Nairobi","1380","660",,,"1380","660",,,,,,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"3.0269503593444824","Restaurants",
"African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Zanzibar Island Restaurant",,"4740152","39.66274","-4.04744",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d4740152-Reviews-Zanzibar_Island_Restaurant-Mombasa_Coast_Province.html","5","129",,"Africa/Nairobi",,,,,"1320","360",,,"1320","360",,,"1320","360",,,"1320","360",,,"1320","360",,,"1320","360",,,"3.0161468982696533","Restaurants",
"International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Poa Restaurant & Grill","http://www.tembodisco.com","1903789","39.68373","-4.036","Poa Restaurant & Grill is part of the Tembo Entertainment Plaza on Mombasa's North Coast. It's a medium sized Restaurant with a stylish interior dedesign",,"https://www.tripadvisor.com/Restaurant_Review-g294210-d1903789-Reviews-Poa_Restaurant_Grill-Mombasa_Coast_Province.html","4","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0093166828155518","Restaurants",
"American","African",,,,,,"Delivery","Takeout","Outdoor Seating","Seating","Parking Available","Television","Wheelchair Accessible","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Accepts Discover","Accepts Credit Cards",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Chopit Express Nyali","https://instagram.com/chopitexpress?igshid=ymmymta2m2y=","25420128","39.70489","-4.040232","Best Deserts, Ice Cream, Fast food Mishkaki, Vibrant",,"https://www.tripadvisor.com/Restaurant_Review-g294210-d25420128-Reviews-Chopit_Express_Nyali-Mombasa_Coast_Province.html",,,,"Africa/Nairobi","1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,,"Dessert",
"Indian","Fusion",,,,,,"Delivery","Takeout","Reservations","Outdoor Seating","Seating","Parking Available","Television","Digital Payments","Free Wifi","Accepts Credit Cards","Table Service","Family style","Non-smoking restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Kulfiyana Joint","https://www.facebook.com/kulfiyana-121365606325682/","21226966","37.91831","0.543716","Kulfiyana is a one of its kind Dessert shop that offers authentic Indian ice cream known as Kulfi, it offers a variety of over 15 Flavors from the original to fusions created by Kulfiyana. The same kulfi is also available in Milkshakes with over 16 flavors that can be enjoyed dine-in or take-away. Kulfiyana also offers the most traditional Tea tastes from India which are known as:- 1. Kulhar/Kulhad Chai 2. Tandoori Chai 3. Kashmiri Chai 4. Masala chai 5. Kenya Chai Which are served in the most authentic style in clay pots.","KES 7,412 - KES 59,294","https://www.tripadvisor.com/Restaurant_Review-g294210-d21226966-Reviews-Kulfiyana_Joint-Mombasa_Coast_Province.html",,,,"Africa/Nairobi","1380","600",,,"1320","960",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1380","600",,,,"Restaurants",
"Indian","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Govinda's Restaurant","http://www.iskconmsa.com/services.html","13837645","39.70271","-4.04618",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d13837645-Reviews-Govinda_s_Restaurant-Mombasa_Coast_Province.html","4","124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.021437406539917","Restaurants",
"African","Healthy",,,,,,"Delivery","Takeout","Reservations","Private Dining","Seating","Free off-street parking","Television","Wheelchair Accessible","Digital Payments","Free Wifi","Accepts Credit Cards","Table Service","Live Music","Family style","Non-smoking restaurants","Sports bars",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","KitchenQueen Restaurant","https://www.facebook.com/kitchenqueendigo/","17340090","39.67481","-4.061256","Are you looking to experience something truly unique? KitchenQueen Restaurant in Mombasa offers a variety of homemade Kienyeji (Organic) dishes inspired by classic Kenyan cuisine, creating an unforgettable dining experience. All our food is freshly prepared with the finest ingredients and affordably priced so that everyone can come and enjoy what we have to offer. We also ensure that our customers, employees, and all others are treated with dignity and respect; something that we would always do in our own homes. Experience the best of home at KitchenQueen Restaurant.","KES 2,224 - KES 296,472","https://www.tripadvisor.com/Restaurant_Review-g294210-d17340090-Reviews-KitchenQueen_Restaurant-Mombasa_Coast_Province.html","4","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.021343946456909","Restaurants",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Waqanda","http://www.waqanda.co.ke","21310793","39.626587","-4.025463","The concept behind Waqanda Bistro is centered heavily on Afro Futurism; where we envision an African continent in the future. This translates itself into a contemporary African design style with futuristic elements creating a space that inspires all who visit it to not only dream of a better tomorrow but to witness what is possible for today.",,"https://www.tripadvisor.com/Restaurant_Review-g294210-d21310793-Reviews-Waqanda-Mombasa_Coast_Province.html","1","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.741238832473755","Restaurants",
"Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Grub Hub Nyali","http://www.grubhub.co.ke","18935659","39.70963","-4.033986","Come get your fries, hotdogs, burgers, juices, milkshakes and other tasty delicacies at Grub Hub!","KES 29,647 - KES 177,883","https://www.tripadvisor.com/Restaurant_Review-g294210-d18935659-Reviews-Grub_Hub_Nyali-Mombasa_Coast_Province.html","5","122",,"Africa/Nairobi","1440","600",,,,,,,"1440","600",,,"1440","600",,,"1440","600",,,"1440","600",,,"1440","600",,,"3.0274956226348877","Restaurants",
"African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Zikhinaa Beach Cafe",,"4554195","39.68723","-4.05541",,,"https://www.tripadvisor.com/Restaurant_Review-g1062161-d4554195-Reviews-Zikhinaa_Beach_Cafe-Bamburi_Mombasa_Coast_Province.html","5","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0123400688171387","Restaurants",
"Italian","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Fulvio's Pizzeria",,"6090540","39.74394","-3.95227",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d6090540-Reviews-Fulvio_s_Pizzeria-Mombasa_Coast_Province.html","4","135",,"Africa/Nairobi","1320","720",,,"1440","960",,,,,,,"1440","960",,,"1440","960",,,"1440","960",,,"1440","960",,,"3.0068511962890625","Restaurants",
"Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","The Pizza Lounge",,"23215447","39.67469","-4.06453",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d23215447-Reviews-The_Pizza_Lounge-Mombasa_Coast_Province.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",
"Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Frogurt Fusion","https://www.facebook.com/Frogurt-Fusion-104008498022343/","22742246","37.906193","-0.023559",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d22742246-Reviews-Frogurt_Fusion-Mombasa_Coast_Province.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dessert",
"African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Swahililand",,"1750546",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d1750546-Reviews-Swahililand-Mombasa_Coast_Province.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",
"African","Fast Food","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","ChillOut Lounge","https://www.facebook.com/ChillOutLoungeMtwapa/","20323951","39.74313","-3.95213",,,"https://www.tripadvisor.com/Restaurant_Review-g2049443-d20323951-Reviews-ChillOut_Lounge-Mtwapa_Coast_Province.html",,,,"Africa/Nairobi","1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,,"Restaurants",
"Seafood","Grill","Soups",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","The Crab Den Mtwapa",,"23696789","39.757214","-3.955346",,,"https://www.tripadvisor.com/Restaurant_Review-g2049443-d23696789-Reviews-The_Crab_Den_Mtwapa-Mtwapa_Coast_Province.html",,,,"Africa/Nairobi","1275","480",,,"1275","480",,,"1275","480",,,"1275","480",,,"1275","480",,,"1275","480",,,"1275","480",,,,"Restaurants",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Sea Breeze Cafe","https://www.facebook.com/SeaBreezeMSA/","11788960","39.75946","-3.9636",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d11788960-Reviews-Sea_Breeze_Cafe-Mombasa_Coast_Province.html","4","127",,"Africa/Nairobi","1260","480",,,"1260","480",,,"1260","480",,,"1260","480",,,"1260","480",,,"1260","480",,,"1260","480",,,"3.0197505950927734","Restaurants",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Hadhramut Restaurant",,"10804557",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d10804557-Reviews-Hadhramut_Restaurant-Mombasa_Coast_Province.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","Gulshan Restaurant",,"10794687","39.66274","-4.04744",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d10794687-Reviews-Gulshan_Restaurant-Mombasa_Coast_Province.html","3.5","142",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.862335681915283","Restaurants",
